C�digo;Descri��o;Fornecedor;Nome do fornecedor;Departamento;Descri��o do departamento;Se��o;Descri��o da se��o;Marca;Marca;Categoria;Nome da categoria;Tipo de mercadoria;Embalagem;Qtde unit.embalagem(Venda);Qtde embalagem master(Compra);Peso l�quido (Kg);NCM + Exce��o;Descri��o;NCM;Exce��o da TIPI;GTIN Unid.Venda;GTIN Unid.Master;GTIN Unid. Tribut�vel;Unidade Venda [EAN8, UPC12, EAN13, e DUN14];Unidade Master [EAN8, UPC12, EAN13, e DUN14];EAN Unid. Tribut�vel;C�d. F�brica;N�mero original;C�d. prod. principal;Descri��o do produto;Envia informa��es t�cnicas para NF-e;Fora de linha;Sub-Categoria;Nome da subcategoria;Data Exclus�o;Dt.Cadastro;% Representante;M�ltiplo compras;Qtd min. de compra embalagem do fornecedor;Sugerir pre�o de venda baseado;C�digo filial;Raz�o Social;Utiliza licen�a de importa��o;Descricao;Controlado pelo IBAMA;Verificar ramo de atividade para c�lculo do ST;Classe comiss�o;%Comiss�o Int.;Unidade Tribut�vel;Descri��o da unidade;Cesta B�sica - Legisla��o;Fator Convers�o Tribut�vel;Fator Convers�o Tribut�vel Ex;C�digo de agrega��o;C�digo interno;Utiliza o c�digo de agrega��o;Distribui��o;Descri��o do distribuidor;Classe Terap�utica;Codigo da sazonalidade;C�digo no SIMPRO;Grupo de Faturamento;Descri��o do principio ativo;Princ�pio ativo 2;Tipo embalagem Unilever;Tipo integra��o B2B;Url do produto; 
6012;GB TRIO ZERO BANANA C CHOCOLATE 18G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;10600;NUT - BARRA DE CEREAIS;2000015;TRIO;10603;NUT - REGULAR;L;DP C/12;1;12;0,24;19042000.;PREP. ALIMENT.OBTID.D/PROC.D/CEREAIS (FLOCOS);19042000;;13;14;;7,8979E+12;1,78979E+13;;PA21171F80002  1772;;6012;GB TRIO ZERO BANANA C CHOCOLATE 18G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6013;GB TRIO ZERO MORANGO C CHOCOLATE 18G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;10600;NUT - BARRA DE CEREAIS;2000015;TRIO;10603;NUT - REGULAR;L;DP C/12;1;12;0,24;19042000.;PREP. ALIMENT.OBTID.D/PROC.D/CEREAIS (FLOCOS);19042000;;13;14;;7,8979E+12;1,78979E+13;;PA21171F80003  1776;;6012;GB TRIO ZERO BANANA C CHOCOLATE 18G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6014;GB TRIO NUTS BANANA 25G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;10600;NUT - BARRA DE CEREAIS;2000015;TRIO;10603;NUT - REGULAR;L;DP C/12;1;12;0,3;20081900.;OUTS.FRUTAS D/CASCA RIJA,CONS.D/OUTS.MODOS;20081900;;13;14;;7,8979E+12;1,78979E+13;;PA21175570006  1888;;6014;GB TRIO NUTS BANANA 25G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6015;GB TRIO NUTS COCO 25G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;10600;NUT - BARRA DE CEREAIS;2000015;TRIO;10603;NUT - REGULAR;L;DP C/12;1;12;0,3;20081900.;OUTS.FRUTAS D/CASCA RIJA,CONS.D/OUTS.MODOS;20081900;;13;14;;7,8979E+12;1,78979E+13;;PA21175570008  1891;;6014;GB TRIO NUTS BANANA 25G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6016;GB TRIO NUTS TRADICIONAL 25G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;10600;NUT - BARRA DE CEREAIS;2000015;TRIO;10603;NUT - REGULAR;L;DP C/12;1;12;0,3;20081900.;OUTS.FRUTAS D/CASCA RIJA,CONS.D/OUTS.MODOS;20081900;;13;14;;7,8979E+12;1,78979E+13;;PA21175570002  1715;;6014;GB TRIO NUTS BANANA 25G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6017;GB TRIO NUTS E CACAU 25G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;10600;NUT - BARRA DE CEREAIS;2000015;TRIO;10603;NUT - REGULAR;L;DP C/12;1;12;0,3;18063220.;OUTRAS PREPARA��ES C/CACAU � RECHEADAS;18063220;;13;14;;7,8979E+12;1,78979E+13;;PA21175570004  1720;;6014;GB TRIO NUTS BANANA 25G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6018;GB TRIO PROTEIN BANANA SPLIT 33G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;10600;NUT - BARRA DE CEREAIS;2000015;TRIO;10603;NUT - REGULAR;L;DP C/12;1;12;0,396;21069030.;COMPLEMENTOS ALIMENTARES;21069030;;13;14;;7,8979E+12;1,78979E+13;;PA21173920011  1914;;6018;GB TRIO PROTEIN BANANA SPLIT 33G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6019;GB TRIO PROTEIN COOKIES & CREAM 33G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;10600;NUT - BARRA DE CEREAIS;2000015;TRIO;10603;NUT - REGULAR;L;DP C/12;1;12;0,396;21069030.;COMPLEMENTOS ALIMENTARES;21069030;;13;14;;7,8979E+12;1,78979E+13;;PA21173920013  1916;;6018;GB TRIO PROTEIN BANANA SPLIT 33G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6020;GB TRIO PROTEIN FONDUE DE CHOCOLATE 33G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;10600;NUT - BARRA DE CEREAIS;2000015;TRIO;10603;NUT - REGULAR;L;DP C/12;1;12;0,396;21069030.;COMPLEMENTOS ALIMENTARES;21069030;;13;14;;7,8979E+12;1,78979E+13;;PA21173920012  1918;;6018;GB TRIO PROTEIN BANANA SPLIT 33G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6021;GB TRIO +PROTEIN CRISP BROWNIE;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;10600;NUT - BARRA DE CEREAIS;2000015;TRIO;10603;NUT - REGULAR;L;DP C/12;1;12;0,48;21069030.;COMPLEMENTOS ALIMENTARES;21069030;;13;14;;7,8979E+12;1,78979E+13;;PA21174600007  1910;;6021;GB TRIO +PROTEIN CRISP BROWNIE;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6022;GB TRIO +PROTEIN CRISP COOKIES 40G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;10600;NUT - BARRA DE CEREAIS;2000015;TRIO;10603;NUT - REGULAR;L;DP C/12;1;12;0,48;21069030.;COMPLEMENTOS ALIMENTARES;21069030;;13;14;;7,8979E+12;1,78979E+13;;PA21174600008  1912;;6021;GB TRIO +PROTEIN CRISP BROWNIE;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6023;GB TRIO +PROTEIN CRISP PASTA DE AMEN 40G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;10600;NUT - BARRA DE CEREAIS;2000015;TRIO;10603;NUT - REGULAR;L;DP C/12;1;12;0,48;21069030.;COMPLEMENTOS ALIMENTARES;21069030;;13;14;;7,8979E+12;1,78979E+13;;PA211C7600001  1907;;6021;GB TRIO +PROTEIN CRISP BROWNIE;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6024;GB TABASCO GREEN PEPPER 60 ML;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;2000016;TABASCO;180001;ALIMENTOS DIVERSOS;L;UNIDADE;1;12;0,06;21039091.;OUTROS MOLHOS EM REC. D/C/INF. A 1KG INC.;21039091;;13;14;;7,89115E+12;2,78912E+13;;PA3183869014F0;;6024;GB TABASCO GREEN PEPPER 60 ML;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6025;GB TABASCO GARLIC SAUCE SV C/ ALHO 60 ML;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;2000016;TABASCO;180001;ALIMENTOS DIVERSOS;L;UNIDADE;1;12;0,06;21039091.;OUTROS MOLHOS EM REC. D/C/INF. A 1KG INC.;21039091;;13;14;;7,89115E+12;2,78912E+13;;PA3183869014G0;;6024;GB TABASCO GREEN PEPPER 60 ML;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6026;GB TABASCO CHIPOTLE 60 ML;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;2000016;TABASCO;180001;ALIMENTOS DIVERSOS;L;UNIDADE;1;12;0,06;21039091.;OUTROS MOLHOS EM REC. D/C/INF. A 1KG INC.;21039091;;13;14;;7,89115E+12;2,78912E+13;;PA3183869014H0;;6024;GB TABASCO GREEN PEPPER 60 ML;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6027;GB TABASCO ORIGINAL 60 ML;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;2000016;TABASCO;180001;ALIMENTOS DIVERSOS;L;UNIDADE;1;12;0,06;21039091.;OUTROS MOLHOS EM REC. D/C/INF. A 1KG INC.;21039091;;13;14;;7,89115E+12;2,78912E+13;;PA3183869014E0;;6024;GB TABASCO GREEN PEPPER 60 ML;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6028;GB TABASCO HABANERO 60 ML;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;2000016;TABASCO;180001;ALIMENTOS DIVERSOS;L;UNIDADE;1;12;0,06;21039091.;OUTROS MOLHOS EM REC. D/C/INF. A 1KG INC.;21039091;;13;14;;7,89115E+12;2,78912E+13;;PA318386901410;;6024;GB TABASCO GREEN PEPPER 60 ML;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6029;GB PIC ME BANANA E MACA 100G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;2000017;PIC-ME;180001;ALIMENTOS DIVERSOS;L;UNIDADE;1;12;0,1;20089790.; PIC-ME PURE DE FRUTAS;20089790;;13;14;;7,89988E+12;1,78999E+13;;ME207CA920001;;6029;GB PIC ME BANANA E MACA 100G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6030;GB PIC ME PERA UVA E MACA 100G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;2000017;PIC-ME;180001;ALIMENTOS DIVERSOS;L;UNIDADE;1;12;0,1;20089790.; PIC-ME PURE DE FRUTAS;20089790;;13;14;;7,89988E+12;1,78999E+13;;ME207CA900002;;6029;GB PIC ME BANANA E MACA 100G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6031;GB PIC ME DISNEY MOR FRAMBE MACA 90G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;2000017;PIC-ME;180001;ALIMENTOS DIVERSOS;L;UNIDADE;1;12;0,09;20089790.; PIC-ME PURE DE FRUTAS;20089790;;13;14;;7,89988E+12;1,78999E+13;;MR207CA900005;;6031;GB PIC ME DISNEY MOR FRAMBE MACA 90G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6032;GB PIC ME DISNEY PERA E MACA 90G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;2000017;PIC-ME;180001;ALIMENTOS DIVERSOS;L;UNIDADE;1;12;0,09;20089790.; PIC-ME PURE DE FRUTAS;20089790;;13;14;;7,89988E+12;1,78999E+13;;MR207CA900004;;6031;GB PIC ME DISNEY MOR FRAMBE MACA 90G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6033;GB PIC ME DISNEY PERA UVA E MACA 90G;1154;GLOBALBEV BEBIDAS E ALIMENTOS SA;10000;ALIMENTOS;18000;ALIMENTOS DIVERSOS;2000017;PIC-ME;180001;ALIMENTOS DIVERSOS;L;UNIDADE;1;12;0,09;20089790.; PIC-ME PURE DE FRUTAS;20089790;;13;14;;7,89988E+12;1,78999E+13;;MR207CA900003;;6031;GB PIC ME DISNEY MOR FRAMBE MACA 90G;N;  ;;;;13/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6034;EC CHEETOS CRUNCHY SUPER CHEDDAR 78G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;20;CHEETOS;54;CHEETOS ONDA;L;UNIDADE;1;43;0,078;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300060435;;6034;EC CHEETOS CRUNCHY SUPER CHEDDAR 78G;N;  ;;;;15/05/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6035;EC DORITOS DIN PIMENTA MEX 60G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;22;DORITOS;57;DORITOS;L;UNIDADE;1;36;0,06;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300061956;;5919;EC DORITOS QUEIJO NACHO 32G;N;  ;;;;15/05/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6036;EC DORITOS DIN FLAMIN HOT 60G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;22;DORITOS;57;DORITOS;L;UNIDADE;1;36;0,06;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300061610;;5919;EC DORITOS QUEIJO NACHO 32G;N;  ;;;;15/05/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6037;EC CHEETOS MIX DE QUEIJOS 36G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;20;CHEETOS;59;A DEFINIR;L;UNIDADE;1;56;0,036;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300061653;;5907;EC CHEETOS BOLA 33G;N;  ;;;;15/05/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6038;DOCILE BALA GELATI MEDALHA 5 CORES 70G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;PC;1;12;0,083;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;80747;;2473;DOCILE BALA GELATINES DENTE VAMPIRO 80GR;N;  ;;;;20/05/2024;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6039;EC CHEETOS CRUNCHY WCHEESE 48G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;20;CHEETOS;54;CHEETOS ONDA;L;UNIDADE;1;62;0,048;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300060432;;5907;EC CHEETOS BOLA 33G;N;  ;;;;22/05/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6040;EC CHEETOS CRUNCHY WCHEESE 78G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;20;CHEETOS;54;CHEETOS ONDA;L;UNIDADE;1;43;0,078;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300060433;;6034;EC CHEETOS CRUNCHY SUPER CHEDDAR 78G;N;  ;;;;22/05/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6046;QUAKER ARROZ EM GRAOS DE AVEIA 426G;1119;PEPSICO DO BRASIL IND COM ALI LTDA;1;SECO;25;MERC + AROM;5;QUAKER;25;MERCEARIA;L;UNIDADE;1;12;0,426;11042200.;GR�OS DESCASC.,CORTADOS. OU PART. DE AVEIA;11042200;;13;14;;7,89284E+12;1,78928E+13;;300061981;;5463;QUAKER AVEIA FLOCOS REGULARES 450G;N;  ;;;;23/05/2024;;;;0;;;N;;N;N;;;;;N;;;;;N;;;;;;;;;;;;
6048;TOSTITOS REDONDO PIMENTA MEXICANA 260G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;99;TOSTITOS;60;TOSTITOS;L;UNIDADE;1;10;0,26;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300062105;;6048;TOSTITOS REDONDO PIMENTA MEXICANA 260G;N;  ;;;;04/06/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6049;TOSTITOS REDONDO SAL MARINHO 260G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;99;TOSTITOS;60;TOSTITOS;L;UNIDADE;1;10;0,26;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300062103;;6048;TOSTITOS REDONDO PIMENTA MEXICANA 260G;N;  ;;;;04/06/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6050;TOSTITOS REDONDO PIMENTA MEXICANA 110G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;99;TOSTITOS;60;TOSTITOS;L;UNIDADE;1;25;0,11;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300062106;;6050;TOSTITOS REDONDO PIMENTA MEXICANA 110G;N;  ;;;;04/06/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6051;TOSTITOS REDONDO SAL MARINHO 110G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;99;TOSTITOS;60;TOSTITOS;L;UNIDADE;1;25;0,11;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300062104;;6050;TOSTITOS REDONDO PIMENTA MEXICANA 110G;N;  ;;;;04/06/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6052;EC FANDANGOS PRESUNTO 190G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;21;FANDANGOS;55;FANDANGOS;L;UNIDADE;1;10;0,19;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300061623;;6052;EC FANDANGOS PRESUNTO 190G;N;  ;;;;28/06/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6053;POPCORNERS PIPOCA DOCE 57G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;10004;EXTRUSADOS;21;FANDANGOS;55;FANDANGOS;L;UNIDADE;1;20;0,057;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300060141;;6053;POPCORNERS PIPOCA DOCE 57G;N;  ;;;;28/06/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6055;DOCILE CANUD REGALIZ FRUT VERM 12PC 15G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP C/12 UN;1;12;0,16;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;80752;;3830;DOCILE CANUD COLOR MOR CITRIC 12PC 15G ;N;  ;;;;16/07/2024;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6056;POPCORNERS SAL MARINHO 57G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;10004;EXTRUSADOS;21;FANDANGOS;55;FANDANGOS;L;UNIDADE;1;20;0,057;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300060144;;6053;POPCORNERS PIPOCA DOCE 57G;N;  ;;;;22/07/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6057;POPCORNERS QUEIJO SUAVE 57G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;10004;EXTRUSADOS;21;FANDANGOS;55;FANDANGOS;L;UNIDADE;1;20;0,057;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300060143;;6053;POPCORNERS PIPOCA DOCE 57G;N;  ;;;;22/07/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6058;EC DORITOS QUEIJO NACHO 22G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;22;DORITOS;57;DORITOS;L;UNIDADE;1;60;0,022;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300030061;;5919;EC DORITOS QUEIJO NACHO 32G;N;  ;;;;22/07/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6060;EC CHEETOS MIX DE QUEIJOS 131G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;20;CHEETOS;59;A DEFINIR;L;UNIDADE;1;12;0,131;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300061654;;5909;EC CHEETOS LUA PARMESAO 143G;N;  ;;;;23/07/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6062;EC RUFFLES TUBO SOUR CREAM/CEBOLA 100G;708;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA;90003;PEPSICO;90007;N�O EXTRUSADOS;12;RUFFLES;56;RUFFLES;L;UNIDADE;1;14;0,1;19059090.;OUTS.PRODS./PADARIA,PASTELAR.D/INDS.DE BISCS.;19059090;;13;14;;7,89284E+12;1,78928E+13;;300060730;;5260;EC RUFFLES STAX SOUR CREAM/CEBOLA 134G;N;  ;;;;23/07/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6063;EC FANDANGOS CHURRASCO 160G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;21;FANDANGOS;55;FANDANGOS;L;UNIDADE;1;12;0,16;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300061627;;5909;EC CHEETOS LUA PARMESAO 143G;N;  ;;;;26/07/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6064;EC FANDANGOS BACON 35G;707;PEPSICO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.;90003;PEPSICO;10004;EXTRUSADOS;21;FANDANGOS;55;FANDANGOS;L;UNIDADE;1;56;0,035;19041000.;PROD.� BASE D/CERS.OBT.P/EXP OU TORREFA��O;19041000;;13;14;;7,89284E+12;1,78928E+13;;300061761;;5907;EC CHEETOS BOLA 33G;N;  ;;;;26/07/2024;;0;0;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6065;DOCILE DOCIGOMA MIX SUPER AZE 12 PC 15G ;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP C/12 UN;1;12;0,18;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;80779;;3830;DOCILE CANUD COLOR MOR CITRIC 12PC 15G ;N;  ;;;;29/07/2024;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
6066;DOCILE BALA GELATINES TIJOLINHO BIT 70GR;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16501;BALAS E GOMA DOCILE;L;PC;1;12;0,07;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;80812;;2473;DOCILE BALA GELATINES DENTE VAMPIRO 80GR;N;  ;;;;29/07/2024;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
